-87.43034,479.56655,
-90.7739936,475.07739,
-94.6749225,470.61918,
-92.5696593,468.66872,
-90.4024766,466.2229,
-88.390093,463.43652,
-86.780185,460.40247,
-89.659443,460.40247,
-91.3312692,463.18884,
-93.2507739,465.72754,
-95.3250773,467.86377,
-97.4613003,469.56655,
-97.4613003,460.40247,
-100.000000018,460.40247,
-100.000000018,479.56655,
-97.4613003,479.56655,
-97.4613003,471.02166,
-93.6222909,475.35603,
-90.3715168,479.56655,
-87.43034,479.56655,
-85.603774,469.99999,
-85.108418,474.45819,
-83.715229,477.55417,
-81.579006,479.38079,
-78.761669,479.99999,
-75.975291,479.38079,
-73.808108,477.55417,
-72.414919,474.45819,
-71.888603,469.99999,
-72.414919,465.54178,
-73.808108,462.41485,
-75.975291,460.58822,
-78.761669,459.99999,
-81.579006,460.58822,
-83.715229,462.41485,
-85.108418,465.54178,
-85.603774,469.99999,
-85.603774,469.99999,
-83.003155,469.99999,
-81.981483,464.21052,
-78.823588,462.19813,
-75.572814,464.21052,
-74.489223,469.99999,
-75.572814,475.78946,
-78.823588,477.80185,
-81.981483,475.78946,
-83.003155,469.99999,
-83.003155,469.99999,
-64.706,460.24767,
-65.789591,460.27867,
-67.027981,460.37157,
-68.266371,460.49541,
-69.349963,460.71212,
-69.349963,479.28798,
-68.297331,479.50469,
-67.058941,479.62853,
-65.820551,479.72143,
-64.706,479.75243,
-62.043461,479.50475,
-59.907238,478.66884,
-58.483089,477.12085,
-57.956774,474.73695,
-58.173492,473.40568,
-58.792687,472.22921,
-59.69052,471.2385,
-60.774111,470.6193,
-58.142532,469.0094,
-57.058941,466.0063,
-58.885566,461.7029,
-64.706,460.24779,
-64.706,460.24767,
-66.811263,469.34983,
-66.811263,462.50773,
-66.130148,462.41483,
-64.520241,462.38383,
-62.693616,462.53863,
-61.114668,463.0959,
-60.031077,464.21046,
-59.597641,465.97516,
-60.000117,467.58507,
-61.021789,468.60674,
-62.476898,469.16402,
-64.210644,469.34977,
-66.811263,469.34983,
-66.811263,471.4551,
-64.798879,471.4551,
-63.250891,471.6099,
-61.857703,472.10525,
-60.86699,473.03405,
-60.495473,474.52011,
-60.836031,475.94426,
-61.733864,476.90401,
-63.034173,477.43033,
-64.551201,477.58513,
-65.97535,477.55413,
-66.811263,477.49223,
-66.811263,471.4551,
-47.802033,459.99999,
-50.71225,460.49535,
-52.631754,461.88853,
-53.715346,464.08668,
-54.055903,466.99689,
-54.055903,479.56655,
-51.517203,479.56655,
-51.517203,467.27553,
-51.269525,464.82971,
-50.526491,463.28172,
-49.35002,462.44581,
-47.802033,462.19813,
-46.254045,462.44581,
-45.108534,463.28172,
-44.3655,464.82971,
-44.086862,467.27553,
-44.086862,479.56655,
-41.548163,479.56655,
-41.548163,466.99689,
-41.88872,464.08668,
-42.972311,461.88853,
-44.922776,460.49535,
-47.802033,459.99999,
-47.802033,459.99999,
-32.817572,462.19813,
-29.845436,462.94117,
-28.823764,465.17027,
-29.195281,466.6873,
-30.185993,467.80185,
-31.579182,468.63776,
-33.15813,469.31887,
-34.953795,470.15479,
-36.470823,471.23838,
-37.523455,472.69349,
-37.894972,474.67491,
-36.316025,478.57584,
-31.91974,479.99999,
-30.402712,479.87615,
-28.978563,479.62847,
-27.833052,479.25696,
-26.997139,478.82352,
-27.802092,476.6873,
-29.504879,477.43033,
-31.91974,477.80185,
-34.3346,477.08977,
-35.356272,475.01547,
-35.077634,473.65324,
-34.272681,472.66253,
-33.06525,471.91949,
-31.579182,471.23838,
-29.442959,470.24767,
-27.771133,469.0712,
-26.687541,467.46129,
-26.285065,465.20123,
-27.987851,461.33126,
-32.817572,459.99999,
-34.737077,460.15479,
-36.346984,460.49535,
-37.554415,460.92878,
-38.359368,461.33126,
-37.585374,463.43652,
-35.758749,462.63157,
-32.817572,462.19813,
-32.817572,462.19813,
-17.337756,462.19813,
-14.36562,462.94117,
-13.343948,465.17027,
-13.715465,466.6873,
-14.706177,467.80185,
-16.099366,468.63776,
-17.678313,469.31887,
-19.473979,470.15479,
-20.991007,471.23838,
-22.043638,472.69349,
-22.415156,474.67491,
-20.836208,478.57584,
-16.439923,479.99999,
-14.922895,479.87615,
-13.498747,479.62847,
-12.353236,479.25696,
-11.517322,478.82352,
-12.322276,476.6873,
-14.025062,477.43033,
-16.439923,477.80185,
-18.854784,477.08977,
-19.876456,475.01547,
-19.597818,473.65324,
-18.792864,472.66253,
-17.585434,471.91949,
-16.099366,471.23838,
-13.963143,470.24767,
-12.291316,469.0712,
-11.207725,467.46129,
-10.805248,465.20123,
-12.508035,461.33126,
-17.337756,459.99999,
-19.257261,460.15479,
-20.867168,460.49535,
-22.074598,460.92878,
-22.879552,461.33126,
-22.105558,463.43652,
-20.278933,462.63157,
-17.337756,462.19813,
-17.337756,462.19813,